NOTIFICATION_ID,NOTIF_TYPE,CREATED_DATE,SUPPLIER,PART_NUMBER,PART_DESCRIPTION,LOT_NUMBER,PO_REFERENCE,QTY_INSPECTED,QTY_REJECTED,DEFECT_CODE,DEFECT_DESCRIPTION,SEVERITY,DISPOSITION,INSPECTION_SITE,STATUS,CLOSED_DATE
QN-025-04485,INCOMING_INSPECTION,2025-10-08,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202510-65,4500089160,11550,20,DEF-SWELL-06,cell pouch deformation observed,MINOR,USE_AS_IS,MER-DC-CN-02,CLOSED,
QN-025-04486,SUPPLIER_COMPLAINT,2025-10-15,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202510-82,4500088226,14900,300,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-DC-JP-01,CLOSED,2025-11-02
QN-025-04487,SCAR,2025-10-22,Changwon Delta Circuit Inc,CMP-CBL-0209,flex ribbon cable 110,LOT-202510-99,,7400,65,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-GB-01,CLOSED,2025-11-10
QN-025-04488,INCOMING_INSPECTION,2025-10-29,Pusan Display Industry Co. Ltd,CMP-BAT-0515,Li-ion battery pack 416,LOT-202510-26,,13900,480,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-DC-MX-01,CLOSED,2025-11-18
QN-025-04489,INCOMING_INSPECTION,2025-11-05,"Incheon Circuit Co., Ltd.",CMP-CBL-0361,flex ribbon cable 262,LOT-202511-43,,13850,110,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-SG-01,CLOSED,2025-11-26
QN-025-04490,SUPPLIER_COMPLAINT,2025-11-12,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202511-60,4500089169,1800,5,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-3PL-US-01,CLOSED,2025-12-04
QN-025-04491,SCAR,2025-11-19,Gwangju Metalworks Industrial Corp.,MRO-GEN-0729,maintenance supply item 29,LOT-202511-77,4500088597,8000,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,SCRAP,MER-3PL-PL-02,CLOSED,2025-12-12
QN-025-04492,INCOMING_INSPECTION,2025-11-26,Sapporo Optics Joint Stock Company,CMP-ENC-0102,machined housing 003,LOT-202511-94,,5450,5,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-3PL-MY-03,CLOSED,2025-12-20
QN-025-04493,INCOMING_INSPECTION,2025-12-03,Dongguan Rixin Energy Inc.,CMP-CAM-0349,camera module 250,LOT-202512-21,,10950,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-12-28
QN-025-04494,SUPPLIER_COMPLAINT,2025-12-10,Quanzhou  Apex Optics Joint Stock Company,CMP-ENC-0230,machined housing 131,LOT-202512-38,,12550,5,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-US-02,CLOSED,2026-01-05
QN-025-04495,SCAR,2025-12-17,"Nagoya Metalworks Industry Co., Ltd.",CMP-DSP-0484,OLED DISPLAY MODULE 385,LOT-202512-55,4500087980,16650,245,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-US-03,CLOSED,2026-01-13
QN-025-04496,INCOMING_INSPECTION,2025-12-24,Wuxi Crane Optics (Shanghai),CMP-BAT-0130,Li-ion battery pack 023,LOT-202512-72,4500087463,3350,60,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2026-01-21
QN-025-04497,INCOMING_INSPECTION,2025-12-31,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202512-89,,1600,30,DEF-SWELL-06,cell pouch deformation observed,MAJOR,SCRAP,MER-DC-US-05,CLOSED,2026-01-29
QN-026-04498,SUPPLIER_COMPLAINT,2026-01-07,Shaoxing Polymer Industrial Corp.,CMP-ADH-0224,structural adhesive 125,LOT-202601-16,,7350,285,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-DC-US-06,CLOSED,2026-02-06
QN-026-04499,SCAR,2026-01-14,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202601-33,,17400,65,DEF-PKG-05,packaging damaged in transit,MINOR,REWORK,MER-DC-NL-01,CLOSED,2026-02-14
QN-026-04500,INCOMING_INSPECTION,2026-01-21,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202601-50,4500089072,8300,5,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-DE-01,CLOSED,2026-02-22
QN-026-04501,INCOMING_INSPECTION,2026-01-28,Da Nang Components Inc.,CMP-CAM-0365,camera module 266,LOT-202601-67,4500088852,6150,15,DEF-SOLDER-01,cold solder joint on connector,MINOR,REWORK,MER-DC-CN-01,CLOSED,2026-03-02
QN-026-04502,SUPPLIER_COMPLAINT,2026-02-04,Kunshan Polymer,CMP-PCB-0252,main logic board assembly 153,LOT-202602-84,,5000,15,DEF-PKG-05,packaging damaged in transit,MINOR,RETURN_TO_VENDOR,MER-DC-CN-02,CLOSED,2026-03-10
QN-026-04503,SCAR,2026-02-11,Gumi Electronics Industry Co. Ltd,CMP-DSP-0500,OLED display module 393,LOT-202602-11,,11250,135,DEF-DIM-03,dimension out of tolerance,CRITICAL,USE_AS_IS,MER-DC-JP-01,CLOSED,2026-03-18
QN-026-04504,INCOMING_INSPECTION,2026-02-18,"Ulsan Precision Industry Co., Ltd.",CMP-BAT-0146,Li-ion battery pack 047,LOT-202602-28,,18150,360,DEF-ELEC-04,fails electrical continuity test,MAJOR,RETURN_TO_VENDOR,MER-DC-GB-01,OPEN,
QN-026-04505,INCOMING_INSPECTION,2026-02-25,"Suwon Components Co., Ltd.",CMP-CBL-0393,flex ribbon cable 294,LOT-202602-45,4500087350,3650,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-DC-MX-01,OPEN,N/A
QN-026-04506,SUPPLIER_COMPLAINT,2026-03-04,Fukuoka Tooling Industrial Corp.,CMP-ADH-0240,structural adhesive 141,LOT-202603-62,4500088205,3800,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-SG-01,OPEN,NULL
QN-026-04507,SCAR,2026-03-11,Hailong Acoustics Industrial Corp.,CMP-FST-0488,torx screw 389,LOT-202603-79,,3850,0,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-3PL-US-01,CLOSED,2026-04-19
QN-026-04508,INCOMING_INSPECTION,2026-03-18,Chengdu Skylark Display Joint Stock Company,CMP-ENC-0134,MACHINED HOUSING 035,LOT-202603-96,,6850,10,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-3PL-PL-02,CLOSED,2026-04-27
QN-026-04509,INCOMING_INSPECTION,2026-03-25,HUE AMBER ACOUSTICS INDUSTRIAL CORP.,CMP-DSP-0275,OLED DISPLAY MODULE 176,LOT-202603-23,,8600,325,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-3PL-MY-03,OPEN,N/A
QN-026-04510,SUPPLIER_COMPLAINT,2026-04-01,Ningbo Anchor Tooling Corporation,CMP-PCB-0268,main logic board assembly 169,LOT-202604-40,4500089768,9250,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-US-01,OPEN,
QN-026-04511,SCAR,2026-04-08,Zhuhai Coral Acoustics Industry Co. Ltd ,CMP-DSP-0315,OLED display module 216,LOT-202604-57,4500087715,8250,130,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-US-02,CLOSED,2026-04-21
QN-026-04512,INCOMING_INSPECTION,2026-04-15,"Hangzhou Lake Display Industry Co., Ltd.",MRO-GEN-0708,maintenance supply item 08,LOT-202604-74,,6350,105,DEF-SOLDER-01,cold solder joint on connector,MAJOR,REWORK,MER-DC-US-03,OPEN,NULL
QN-026-04513,INCOMING_INSPECTION,2026-04-22,"Zhongshan Circuit Co., Ltd.",CMP-CBL-0409,flex ribbon cable 302,LOT-202604-91,,9050,125,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-US-04,OPEN,
QN-026-04514,SUPPLIER_COMPLAINT,2026-04-29,Long An Microsystems Industrial Corp.,CMP-ADH-0256,structural adhesive 149,LOT-202604-18,,12900,195,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,USE_AS_IS,MER-DC-US-05,OPEN,NULL
QN-026-04515,SCAR,2026-05-06,Pusan Metalworks Industrial Corp.,CMP-FST-0504,torx screw 405,LOT-202605-35,4500087776,15100,105,DEF-SWELL-06,cell pouch deformation observed,MAJOR,REWORK,MER-DC-US-06,CLOSED,2026-05-23
QN-026-04516,INCOMING_INSPECTION,2026-05-13,Toyohashi Gear Microsystems Industrial Corp.,CMP-ADH-0296,structural adhesive 197,LOT-202605-52,,4800,20,DEF-ELEC-04,fails electrical continuity test,MAJOR,SCRAP,MER-DC-NL-01,OPEN,
QN-026-04517,INCOMING_INSPECTION,2026-05-20,HSINCHU CIRCUIT INC.,CMP-CAM-0437,CAMERA MODULE 338,LOT-202605-69,,13650,25,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-DE-01,OPEN,N/A
QN-026-04518,SUPPLIER_COMPLAINT,2026-05-27,YOKOHAMA KIYO MICROSYSTEMS,CMP-PCB-0284,MAIN LOGIC BOARD ASSEMBLY 185,LOT-202605-86,,3250,25,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-CN-01,OPEN,NULL
QN-026-04519,SCAR,2026-06-03,"Daegu Metalworks Industry Co., Ltd.",CMP-DSP-0131,OLED display module 032,LOT-202606-13,,7400,75,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-CN-02,OPEN,
QN-025-04520,INCOMING_INSPECTION,2025-01-06,"Kobe Mira Optics Industry Co., Ltd.",CMP-BAT-0178,LI-ION BATTERY PACK 079,LOT-202501-30,4500087407,13750,95,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-01-28
QN-025-04521,INCOMING_INSPECTION,2025-01-13,"Pingtung Energy Co., Ltd.",CMP-CBL-0425,flex ribbon cable 326,LOT-202501-47,4500087377,14450,310,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-DC-GB-01,CLOSED,2025-02-05
QN-025-04522,SUPPLIER_COMPLAINT,2025-01-20,Nagoya Polymer Industrial Corp.,CMP-ADH-0272,structural adhesive 173,LOT-202501-64,,4750,30,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-02-13
QN-025-04523,SCAR,2025-01-27,Wuxi Crane Electronics Industrial Corp.,CMP-FST-0319,torx screw 212,LOT-202501-81,,11350,235,DEF-SWELL-06,cell pouch deformation observed,MAJOR,USE_AS_IS,MER-DC-SG-01,CLOSED,2025-02-21
QN-025-04524,INCOMING_INSPECTION,2025-02-03,Taoyuan Optics (Metro),CMP-ENC-0206,machined housing 107,LOT-202502-98,,8450,85,DEF-COSM-07,cosmetic scratch beyond spec,CRITICAL,SCRAP,MER-3PL-US-01,CLOSED,2025-03-01
QN-025-04525,INCOMING_INSPECTION,2025-02-10,Xiamen Harbor Energy Inc.,CMP-CAM-0454,camera module 355,LOT-202502-25,4500089901,3100,145,DEF-PKG-05,packaging damaged in transit,CRITICAL,SCRAP,MER-3PL-PL-02,CLOSED,2025-03-09
QN-025-04526,SUPPLIER_COMPLAINT,2025-02-17,Foshan Ridge Polymer Corporation,CMP-PCB-0300,main logic board assembly 201,LOT-202502-42,4500089550,11550,115,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-3PL-MY-03,CLOSED,2025-03-17
QN-025-04527,SCAR,2025-02-24,"Tianjin Gate Electronics Industry Co., Ltd.",CMP-DSP-0347,OLED display module 248,LOT-202502-59,,17850,210,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,REWORK,MER-DC-US-01,CLOSED,2025-03-25
QN-025-04528,INCOMING_INSPECTION,2025-03-03,"Quang Nam Precision Industry Co., Ltd.",CMP-BAT-0194,Li-ion battery pack 095,LOT-202503-76,,750,10,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-US-02,CLOSED,2025-04-02
QN-025-04529,INCOMING_INSPECTION,2025-03-10,"Kunshan Components Co., Ltd.",CMP-CBL-0441,flex ribbon cable 342,LOT-202503-93,,17950,255,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-04-10
QN-025-04530,SUPPLIER_COMPLAINT,2025-03-17,Gumi Tooling Industrial Corp.,CMP-ADH-0288,structural adhesive 189,LOT-202503-20,4500089562,700,0,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-US-04,CLOSED,2025-04-18
QN-025-04531,SCAR,2025-03-24,Suzhou Brightway Electronics Industrial Corp.,CMP-FST-0375,torx screw 276,LOT-202503-37,4500087884,18050,20,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-DC-US-05,CLOSED,2025-04-26
QN-025-04532,INCOMING_INSPECTION,2025-03-31,OSAKA MEIWA PRECISION,CMP-ENC-0422,machined housing 323,LOT-202503-54,,5050,195,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,RETURN_TO_VENDOR,MER-DC-US-06,CLOSED,2025-05-04
QN-025-04533,INCOMING_INSPECTION,2025-04-07,SENDAI COMPONENTS,CMP-CAM-0470,camera module 371,LOT-202504-71,,16150,35,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-NL-01,CLOSED,2025-05-12
QN-025-04534,SUPPLIER_COMPLAINT,2025-04-14,Nara Tooling Corporation,CMP-PCB-0116,MAIN LOGIC BOARD ASSEMBLY 017,LOT-202504-88,,18850,25,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-DE-01,CLOSED,2025-05-20
QN-025-04535,SCAR,2025-04-21,"Miaoli Acoustics Industry Co., Ltd.",CMP-DSP-0363,OLED display module 264,LOT-202504-15,4500088924,11150,40,DEF-DIM-03,dimension out of tolerance,MINOR,RETURN_TO_VENDOR,MER-DC-CN-01,CLOSED,2025-05-28
QN-025-04536,INCOMING_INSPECTION,2025-04-28,"Yilan Display Industry Co., Ltd.",CMP-BAT-0210,Li-ion battery pack 111,LOT-202504-32,4500089605,14550,175,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-CN-02,CLOSED,2025-06-05
QN-025-04537,INCOMING_INSPECTION,2025-05-05,"Ningbo Anchor Circuit Co., Ltd.",CMP-CBL-0257,flex ribbon cable 158,LOT-202505-49,,2300,100,DEF-DIM-03,dimension out of tolerance,CRITICAL,SCRAP,MER-DC-JP-01,CLOSED,2025-06-13
QN-025-04538,SUPPLIER_COMPLAINT,2025-05-12,Zhangzhou Reed Display Industry Co Ltd,CMP-BAT-0362,Li-ion battery pack 263,LOT-202505-66,,14350,5,DEF-PKG-05,packaging damaged in transit,MINOR,REWORK,MER-DC-GB-01,CLOSED,2025-06-21
QN-025-04539,SCAR,2025-05-19,HANOI LOTUS ACOUSTICS,MRO-GEN-0721,maintenance supply item 21,LOT-202505-83,,4550,15,DEF-PKG-05,packaging damaged in transit,MINOR,USE_AS_IS,MER-DC-MX-01,CLOSED,2025-06-29
QN-025-04540,INCOMING_INSPECTION,2025-05-26,Qingdao Pearl Display Joint Stock Company,CMP-ENC-0238,machined housing 131,LOT-202505-10,4500089855,17850,55,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-SG-01,CLOSED,2025-06-07
QN-025-04541,INCOMING_INSPECTION,2025-06-02,Hefei Summit Circuit Inc.,CMP-CAM-0486,camera module 387,LOT-202506-27,4500088184,13250,55,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-3PL-US-01,CLOSED,2025-06-15
QN-025-04542,SUPPLIER_COMPLAINT,2025-06-09,Vinh Phuc Microsystems Corporation,CMP-PCB-0132,main logic board assembly 033,LOT-202506-44,,3700,200,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-3PL-PL-02,CLOSED,2025-06-23
QN-025-04543,SCAR,2025-06-16,"Cheonan Metalworks Industry Co., Ltd.",CMP-DSP-0379,OLED display module 280,LOT-202506-61,,18400,15,DEF-PKG-05,packaging damaged in transit,MINOR,SCRAP,MER-3PL-MY-03,CLOSED,2025-07-01
QN-025-04544,INCOMING_INSPECTION,2025-06-23,"Hsinchu Optics Industry Co., Ltd.",CMP-BAT-0426,Li-ion battery pack 327,LOT-202506-78,,18650,15,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-07-09
QN-025-04545,INCOMING_INSPECTION,2025-06-30,Bac Ninh Crown Metalworks,CMP-FST-0383,torx screw 284,LOT-202506-95,,7650,25,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-US-02,CLOSED,2025-07-17
QN-025-04546,SUPPLIER_COMPLAINT,2025-07-07,Dongguan Rixin Microsystems Industrial Corp.,CMP-ADH-0160,structural adhesive 061,LOT-202507-22,4500088321,19650,340,DEF-PKG-05,packaging damaged in transit,MAJOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-07-25
QN-025-04547,SCAR,2025-07-14,Tainan Metalworks Industrial Corp,CMP-FST-0407,torx screw 308,LOT-202507-39,,9500,130,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,REWORK,MER-DC-US-04,CLOSED,2025-08-02
QN-025-04548,INCOMING_INSPECTION,2025-07-21,Kyoto Hana Optics Joint Stock Company,CMP-ENC-0254,machined housing 155,LOT-202507-56,,15500,480,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,REWORK,MER-DC-US-05,CLOSED,2025-08-10
QN-025-04549,INCOMING_INSPECTION,2025-07-28,Chiayi Energy Inc.,CMP-CAM-0101,camera module 002,LOT-202507-73,,9150,120,DEF-COSM-02,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-DC-US-06,CLOSED,2025-08-18
QN-025-04550,SUPPLIER_COMPLAINT,2025-08-04,Jiaxing Polymer Corporation,CMP-PCB-0148,main logic board assembly 041,LOT-202508-90,4500089254,6250,125,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,SCRAP,MER-DC-NL-01,CLOSED,2025-08-26
QN-025-04551,SCAR,2025-08-11,"Taoyuan Electronics Industry Co., Ltd.",MRO-GEN-0709,maintenance supply item 09,LOT-202508-17,4500089501,12500,20,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-DC-DE-01,CLOSED,2025-09-03
QN-025-04552,INCOMING_INSPECTION,2025-08-18,"Xiamen Harbor Precision Industry Co., Ltd.",CMP-BAT-0242,Li-ion battery pack 143,LOT-202508-34,,18800,50,DEF-ELEC-04,fails electrical continuity test,MINOR,USE_AS_IS,MER-DC-CN-01,CLOSED,2025-09-11
QN-025-04553,INCOMING_INSPECTION,2025-08-25,Volta Energy Co. Ltd,CMP-CBL-0129,flex ribbon cable 030,LOT-202508-51,,17700,480,DEF-ELEC-04,fails electrical continuity test,CRITICAL,SCRAP,MER-DC-CN-02,CLOSED,2025-09-19
QN-025-04554,SUPPLIER_COMPLAINT,2025-09-01,Da Nang Polymer Industrial Corp,CMP-ADH-0176,structural adhesive 077,LOT-202509-68,,5500,5,DEF-ELEC-04,fails electrical continuity test,MINOR,USE_AS_IS,MER-DC-JP-01,CLOSED,2025-09-27
QN-025-04555,SCAR,2025-09-08,Haiphong Electronics Industrial Corp.,CMP-FST-0423,torx screw 324,LOT-202509-85,4500087490,19850,20,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-GB-01,CLOSED,2025-10-05
QN-025-04556,INCOMING_INSPECTION,2025-09-15,Can Tho Precision Joint Stock Company,CMP-ENC-0270,machined housing 171,LOT-202509-12,4500089686,4850,5,DEF-SWELL-06,cell pouch deformation observed,MINOR,RETURN_TO_VENDOR,MER-DC-MX-01,CLOSED,2025-10-13
QN-025-04557,INCOMING_INSPECTION,2025-09-22,Jeonju Components Inc.,CMP-CAM-0518,CAMERA MODULE 411,LOT-202509-29,,3250,10,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-SG-01,CLOSED,2025-10-21
QN-025-04558,SUPPLIER_COMPLAINT,2025-09-29,Suzhou Brightway Tooling Corporation,CMP-PCB-0164,main logic board assembly 065,LOT-202509-46,,4450,285,DEF-PKG-05,packaging damaged in transit,CRITICAL,REWORK,MER-3PL-US-01,CLOSED,2025-10-29
QN-025-04559,SCAR,2025-10-06,"Osaka Meiwa Acoustics Industry Co., Ltd.",CMP-DSP-0411,OLED display module 312,LOT-202510-63,,19300,40,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-3PL-PL-02,CLOSED,2025-11-06
QN-025-04560,INCOMING_INSPECTION,2025-10-13,Hailong Precision,CMP-DSP-0451,6.7-inch OLED display module,LOT-202510-80,4500089365,11500,25,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-3PL-MY-03,CLOSED,2025-11-14
QN-025-04561,INCOMING_INSPECTION,2025-10-20,"Chengdu Skylark Components Co., Ltd.",CMP-CBL-0345,flex ribbon cable 246,LOT-202510-97,4500087154,13700,20,DEF-DIM-03,dimension out of tolerance,MINOR,SCRAP,MER-DC-US-01,CLOSED,2025-11-22
QN-025-04562,SUPPLIER_COMPLAINT,2025-10-27,Kaohsiung Tooling Industrial Corp,CMP-ADH-0192,STRUCTURAL ADHESIVE 093,LOT-202510-24,,8550,160,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2025-11-30
QN-025-04563,SCAR,2025-11-03,Keelung Acoustics Industrial Corp.,CMP-FST-0439,torx screw 340,LOT-202511-41,,750,0,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-03,CLOSED,2025-12-08
QN-025-04564,INCOMING_INSPECTION,2025-11-10,Changshu Display Joint Stock Company,CMP-ENC-0286,machined housing 187,LOT-202511-58,,3450,10,DEF-SWELL-06,cell pouch deformation observed,MINOR,REWORK,MER-DC-US-04,CLOSED,2025-12-16
QN-025-04565,INCOMING_INSPECTION,2025-11-17,Nantong Circuit Inc.,CMP-CAM-0333,camera module 234,LOT-202511-75,4500089160,1650,0,DEF-SWELL-06,cell pouch deformation observed,MINOR,SCRAP,MER-DC-US-05,CLOSED,2025-12-24
QN-025-04566,SUPPLIER_COMPLAINT,2025-11-24,Hanoi Lotus Microsystems Corporation,CMP-PCB-0180,main logic board assembly 081,LOT-202511-92,4500089391,3600,190,DEF-SOLDER-01,cold solder joint on connector,CRITICAL,SCRAP,MER-DC-US-06,CLOSED,2026-01-01
QN-025-04567,SCAR,2025-12-01,Changwon Delta Circuit Inc.,CMP-CBL-0449,flex ribbon cable 350,LOT-202512-19,,10700,135,DEF-PKG-05,packaging damaged in transit,MAJOR,REWORK,MER-DC-NL-01,CLOSED,2026-01-09
QN-025-04568,INCOMING_INSPECTION,2025-12-08,"PUSAN DISPLAY INDUSTRY CO., LTD.",CMP-BAT-0314,Li-ion battery pack 215,LOT-202512-36,,12700,80,DEF-DIM-03,dimension out of tolerance,MAJOR,SCRAP,MER-DC-DE-01,CLOSED,2026-01-17
QN-025-04569,INCOMING_INSPECTION,2025-12-15,Incheon Circuit,CMP-CBL-0361,flex ribbon cable 262,LOT-202512-53,,6600,75,DEF-SOLDER-01,cold solder joint on connector,MAJOR,SCRAP,MER-DC-CN-01,CLOSED,2026-01-25
QN-025-04570,SUPPLIER_COMPLAINT,2025-12-22,Binh Duong Microsystems Industrial Corp.,CMP-ADH-0208,structural adhesive 109,LOT-202512-70,4500089882,17350,45,DEF-SWELL-06,cell pouch deformation observed,MINOR,RETURN_TO_VENDOR,MER-DC-CN-02,CLOSED,2026-01-03
QN-025-04571,SCAR,2025-12-29,Gwangju Metalworks Industrial Corp.,CMP-FST-0456,torx screw 357,LOT-202512-87,4500088597,17200,15,DEF-PKG-05,packaging damaged in transit,MINOR,SCRAP,MER-DC-JP-01,CLOSED,2026-01-11
QN-026-04572,INCOMING_INSPECTION,2026-01-05,Sapporo Optics Joint Stock Company,CMP-ENC-0503,machined housing 404,LOT-202601-14,,8150,480,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,SCRAP,MER-DC-GB-01,CLOSED,2026-01-19
QN-026-04573,INCOMING_INSPECTION,2026-01-12,Dongguan Rixin Energy Inc.,CMP-CAM-0349,camera module 250,LOT-202601-31,,16550,120,DEF-SWELL-06,cell pouch deformation observed,CRITICAL,REWORK,MER-DC-MX-01,CLOSED,2026-01-27
QN-026-04574,SUPPLIER_COMPLAINT,2026-01-19,Quanzhou Apex Optics Joint Stock Company,CMP-ENC-0471,machined housing 372,LOT-202601-48,,3300,30,DEF-DIM-03,dimension out of tolerance,MAJOR,REWORK,MER-DC-SG-01,CLOSED,2026-02-04
QN-026-04575,SCAR,2026-01-26,"Nagoya Metalworks Industry Co, Ltd",CMP-DSP-0484,OLED display module 385,LOT-202601-65,4500087980,1200,0,DEF-SOLDER-01,cold solder joint on connector,MINOR,RETURN_TO_VENDOR,MER-3PL-US-01,CLOSED,2026-02-12
QN-026-04576,INCOMING_INSPECTION,2026-02-02,"Wuxi Crane Optics Industry Co., Ltd.",CMP-BAT-0130,Li-ion battery pack 023,LOT-202602-82,4500089636,13800,35,DEF-COSM-02,cosmetic scratch beyond spec,MINOR,USE_AS_IS,MER-3PL-PL-02,CLOSED,2026-02-20
QN-026-04577,INCOMING_INSPECTION,2026-02-09,"Taichung Energy Co., Ltd.",CMP-CBL-0377,flex ribbon cable 278,LOT-202602-99,,18950,115,DEF-COSM-07,cosmetic scratch beyond spec,MAJOR,USE_AS_IS,MER-3PL-MY-03,CLOSED,2026-02-28
QN-026-04578,SUPPLIER_COMPLAINT,2026-02-16,Shaoxing Polymer Industrial Corp.,MRO-GEN-0722,maintenance supply item 22,LOT-202602-26,,5450,20,DEF-SWELL-06,cell pouch deformation observed,MINOR,USE_AS_IS,MER-DC-US-01,OPEN,NULL
QN-026-04579,SCAR,2026-02-23,Dalian Crest Electronics Industrial Corp.,CMP-FST-0472,torx screw 373,LOT-202602-43,,17900,75,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,RETURN_TO_VENDOR,MER-DC-US-02,CLOSED,2026-03-16
QN-026-04580,INCOMING_INSPECTION,2026-03-02,Volta Precision Joint Stock Company,CMP-ENC-0118,machined housing 019,LOT-202603-60,4500089072,14100,5,DEF-COSM-07,cosmetic scratch beyond spec,MINOR,REWORK,MER-DC-US-03,OPEN,NULL
QN-026-04581,INCOMING_INSPECTION,2026-03-09,Da Nang Components Inc.,CMP-CAM-0365,CAMERA MODULE 266,LOT-202603-77,4500088852,9650,15,DEF-DIM-03,dimension out of tolerance,MINOR,REWORK,MER-DC-US-04,OPEN,N/A
QN-026-04582,SUPPLIER_COMPLAINT,2026-03-16,Kunshan Polymer Corporation,CMP-PCB-0252,main logic board assembly 153,LOT-202603-94,,17000,40,DEF-DIM-03,dimension out of tolerance,MINOR,USE_AS_IS,MER-DC-US-05,CLOSED,
